x,sdf,area,ode
0.12875238,0.12875238,1e-04,0.0
0.99915826,0.0008417349,1e-04,0.0
0.74927956,0.25072047,1e-04,0.0
0.7247039,0.27529606,1e-04,0.0
0.32701817,0.32701817,1e-04,0.0
0.11866065,0.11866065,1e-04,0.0
0.12693393,0.12693393,1e-04,0.0
0.24794365,0.24794365,1e-04,0.0
0.26404,0.26404,1e-04,0.0
0.14455515,0.14455515,1e-04,0.0
0.17475569,0.17475569,1e-04,0.0
0.4156746,0.4156746,1e-04,0.0
0.8081498,0.19185019,1e-04,0.0
0.66475296,0.33524707,1e-04,0.0
0.060693055,0.060693055,1e-04,0.0
0.23239163,0.23239163,1e-04,0.0
0.9043031,0.095696904,1e-04,0.0
0.54121745,0.45878258,1e-04,0.0
0.7742969,0.22570312,1e-04,0.0
0.22277173,0.22277173,1e-04,0.0
0.042560022,0.042560022,1e-04,0.0
0.08510538,0.08510538,1e-04,0.0
0.58844227,0.4115577,1e-04,0.0
0.73715234,0.26284766,1e-04,0.0
0.72057104,0.27942893,1e-04,0.0
0.09151256,0.09151256,1e-04,0.0
0.942954,0.05704597,1e-04,0.0
0.41049135,0.41049135,1e-04,0.0
0.6995867,0.30041328,1e-04,0.0
0.54328376,0.45671627,1e-04,0.0
0.98930985,0.0106901545,1e-04,0.0
0.4277235,0.4277235,1e-04,0.0
0.9910101,0.00898986,1e-04,0.0
0.9518897,0.04811028,1e-04,0.0
0.12445797,0.12445797,1e-04,0.0
0.77304626,0.22695376,1e-04,0.0
0.08774943,0.08774943,1e-04,0.0
0.04291998,0.04291998,1e-04,0.0
0.549877,0.450123,1e-04,0.0
0.31948552,0.31948552,1e-04,0.0
0.60648906,0.39351097,1e-04,0.0
0.6339811,0.3660189,1e-04,0.0
0.4539267,0.4539267,1e-04,0.0
0.4008366,0.4008366,1e-04,0.0
0.7614973,0.2385027,1e-04,0.0
0.79005104,0.20994894,1e-04,0.0
0.8436894,0.15631065,1e-04,0.0
0.30677444,0.30677444,1e-04,0.0
0.06834123,0.06834123,1e-04,0.0
0.5737239,0.42627606,1e-04,0.0
0.66146904,0.33853093,1e-04,0.0
0.6528687,0.3471313,1e-04,0.0
0.9331799,0.06682006,1e-04,0.0
0.2225032,0.2225032,1e-04,0.0
0.43753865,0.43753865,1e-04,0.0
0.80570394,0.19429605,1e-04,0.0
0.5176377,0.48236224,1e-04,0.0
0.89302456,0.10697543,1e-04,0.0
0.7250193,0.27498072,1e-04,0.0
0.12961093,0.12961093,1e-04,0.0
0.633971,0.36602902,1e-04,0.0
0.899019,0.10098101,1e-04,0.0
0.06841846,0.06841846,1e-04,0.0
0.9158524,0.084147595,1e-04,0.0
0.6477504,0.3522496,1e-04,0.0
0.12383762,0.12383762,1e-04,0.0
0.14220072,0.14220072,1e-04,0.0
0.20857267,0.20857267,1e-04,0.0
0.5789418,0.42105818,1e-04,0.0
0.3672263,0.3672263,1e-04,0.0
0.52185744,0.47814256,1e-04,0.0
0.6844052,0.31559482,1e-04,0.0
0.97333586,0.026664125,1e-04,0.0
0.14502586,0.14502586,1e-04,0.0
0.52852035,0.47147968,1e-04,0.0
0.15646744,0.15646744,1e-04,0.0
0.9573555,0.042644493,1e-04,0.0
0.34591603,0.34591603,1e-04,0.0
0.24653046,0.24653046,1e-04,0.0
0.81643707,0.18356292,1e-04,0.0
